frame_no,timestamp_sec,track_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,count_mode,event_type,line_index,counted,motion_state,avg_per_frame,displacement,moving,in_roi
260,8.6667,409,car,0.5207,619,558,783,629,701.0,593.5,multiline,none,-1,False,stationary,5.17,56.88,False,True
260,8.6667,463,car,0.859,1792,573,1918,697,1855.0,635.0,multiline,none,-1,False,stationary,2.38,26.01,False,True
260,8.6667,486,car,0.8799,1170,585,1307,658,1238.5,621.5,multiline,none,-1,False,recently_moving,1.44,11.26,True,True
260,8.6667,456,truck,0.5078,3,467,379,589,191.0,528.0,multiline,none,-1,False,stationary,4.45,48.69,False,True
261,8.7,398,person,0.6845,847,349,861,384,854.0,366.5,multiline,none,-1,False,stationary,0.19,1.9,False,True
261,8.7,409,car,0.8175,613,558,778,628,695.5,593.0,multiline,none,-1,False,stationary,5.39,59.26,False,True
261,8.7,463,car,0.8148,1787,573,1918,697,1852.5,635.0,multiline,none,-1,False,stationary,2.36,25.84,False,True
261,8.7,486,car,0.9096,1166,585,1311,658,1238.5,621.5,multiline,none,-1,False,recently_moving,1.39,12.21,True,True
261,8.7,456,truck,0.6226,2,466,379,590,190.5,528.0,multiline,none,-1,False,stationary,4.32,47.24,False,True
262,8.7333,398,person,0.5545,847,349,861,384,854.0,366.5,multiline,none,-1,False,stationary,0.18,1.82,False,True
262,8.7333,409,car,0.6562,624,558,774,626,699.0,592.0,multiline,none,-1,False,stationary,5.19,57.04,False,True
262,8.7333,463,truck,0.7209,1783,563,1918,697,1850.5,630.0,multiline,none,-1,False,stationary,2.42,26.22,False,True
262,8.7333,486,car,0.9171,1163,584,1313,658,1238.0,621.0,multiline,none,-1,False,recently_moving,1.3,12.72,True,True
262,8.7333,456,truck,0.5843,2,466,382,594,192.0,530.0,multiline,none,-1,False,stationary,4.23,45.92,False,True
263,8.7667,398,person,0.4554,847,349,861,383,854.0,366.0,multiline,none,-1,False,stationary,0.19,1.92,False,True
263,8.7667,409,car,0.6648,638,558,770,623,704.0,590.5,multiline,none,-1,False,stationary,4.93,53.02,False,True
263,8.7667,463,truck,0.8359,1779,553,1918,697,1848.5,625.0,multiline,none,-1,False,stationary,2.53,26.81,False,True
263,8.7667,486,car,0.9165,1159,584,1314,658,1236.5,621.0,multiline,none,-1,False,recently_moving,1.21,12.55,True,True
263,8.7667,456,truck,0.6996,1,466,386,597,193.5,531.5,multiline,none,-1,False,stationary,4.2,44.54,False,True
264,8.8,398,person,0.3249,847,349,862,383,854.5,366.0,multiline,none,-1,False,stationary,0.21,2.1,False,True
264,8.8,409,car,0.6073,652,558,765,621,708.5,589.5,multiline,none,-1,False,stationary,4.66,46.47,False,True
264,8.8,463,truck,0.7695,1776,543,1918,696,1847.0,619.5,multiline,none,-1,False,stationary,2.71,27.91,False,True
264,8.8,486,car,0.9212,1156,583,1313,658,1234.5,620.5,multiline,none,-1,False,recently_moving,1.26,11.57,True,True
264,8.8,456,truck,0.6277,1,465,388,599,194.5,532.0,multiline,none,-1,False,stationary,3.84,39.31,False,True
265,8.8333,398,person,0.5697,847,348,862,382,854.5,365.0,multiline,none,-1,False,stationary,0.23,2.38,False,True
265,8.8333,409,car,0.4773,663,558,760,618,711.5,588.0,multiline,none,-1,False,stationary,4.37,38.87,False,True
265,8.8333,463,truck,0.8964,1774,536,1918,695,1846.0,615.5,multiline,none,-1,False,stationary,2.9,29.17,False,True
265,8.8333,486,car,0.9107,1152,583,1311,658,1231.5,620.5,multiline,none,-1,False,recently_moving,1.34,9.51,True,True
265,8.8333,456,truck,0.31,0,465,388,601,194.0,533.0,multiline,none,-1,False,stationary,3.25,31.95,False,True
266,8.8667,398,person,0.4944,847,348,862,382,854.5,365.0,multiline,none,-1,False,stationary,0.25,2.56,False,True
266,8.8667,463,truck,0.8607,1772,530,1918,693,1845.0,611.5,multiline,none,-1,False,stationary,3.07,30.52,False,True
266,8.8667,486,car,0.9094,1149,583,1309,658,1229.0,620.5,multiline,none,-1,False,recently_moving,1.4,6.56,True,True
266,8.8667,456,truck,0.301,0,465,379,602,189.5,533.5,multiline,none,-1,False,stationary,2.74,26.24,False,True
266,8.8667,426,truck,0.3466,1219,584,1697,765,1458.0,674.5,multiline,line_crossed,2,True,moving,29.96,329.43,True,True
267,8.9,398,person,0.3933,848,348,862,382,855.0,365.0,multiline,none,-1,False,stationary,0.26,2.69,False,True
267,8.9,463,truck,0.8832,1769,525,1918,690,1843.5,607.5,multiline,none,-1,False,stationary,3.23,32.2,False,True
267,8.9,486,car,0.8976,1146,583,1306,658,1226.0,620.5,multiline,none,-1,False,stationary,1.47,3.44,False,True
267,8.9,426,truck,0.3373,1251,586,1750,771,1500.5,678.5,multiline,none,-1,False,moving,34.07,374.69,True,True
268,8.9333,398,person,0.4698,848,348,862,381,855.0,364.5,multiline,none,-1,False,stationary,0.28,2.93,False,True
268,8.9333,463,truck,0.857,1766,522,1918,688,1842.0,605.0,multiline,none,-1,False,stationary,3.36,33.87,False,True
268,8.9333,486,car,0.8918,1144,583,1302,657,1223.0,620.0,multiline,none,-1,False,stationary,1.53,3.58,False,True
268,8.9333,426,truck,0.2596,1273,588,1792,776,1532.5,682.0,multiline,none,-1,False,moving,37.65,413.99,True,True
269,8.9667,398,person,0.5899,848,348,863,381,855.5,364.5,multiline,none,-1,False,stationary,0.3,3.18,False,True
269,8.9667,463,truck,0.7306,1771,519,1918,686,1844.5,602.5,multiline,none,-1,False,stationary,3.43,34.48,False,True
269,8.9667,486,car,0.8535,1143,583,1298,657,1220.5,620.0,multiline,none,-1,False,stationary,1.57,7.41,False,True
269,8.9667,426,truck,0.3316,1288,587,1824,778,1556.0,682.5,multiline,none,-1,False,moving,40.05,440.39,True,True
269,8.9667,504,car,0.6707,1014,652,1192,741,1103.0,696.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
270,9.0,398,person,0.5808,849,348,863,381,856.0,364.5,multiline,none,-1,False,stationary,0.33,3.43,False,True
270,9.0,463,truck,0.7685,1768,517,1918,683,1843.0,600.0,multiline,none,-1,False,stationary,3.47,35.6,False,True
270,9.0,486,car,0.8262,1142,583,1295,657,1218.5,620.0,multiline,none,-1,False,stationary,1.59,11.62,False,True
270,9.0,426,truck,0.2999,1319,589,1848,780,1583.5,684.5,multiline,none,-1,False,moving,42.31,465.27,True,True
270,9.0,456,truck,0.5448,0,464,366,601,183.0,532.5,multiline,none,-1,False,stationary,2.42,22.92,False,True
271,9.0333,398,person,0.5078,849,348,863,381,856.0,364.5,multiline,none,-1,False,stationary,0.33,3.42,False,True
271,9.0333,463,truck,0.5238,1770,516,1918,682,1844.0,599.0,multiline,none,-1,False,stationary,3.47,36.14,False,True
271,9.0333,486,car,0.7798,1142,583,1291,657,1216.5,620.0,multiline,none,-1,False,stationary,1.66,15.29,False,True
271,9.0333,426,truck,0.2574,1353,590,1866,781,1609.5,685.5,multiline,none,-1,False,moving,42.79,470.6,True,True
271,9.0333,456,truck,0.2767,0,464,356,600,178.0,532.0,multiline,none,-1,False,stationary,2.28,21.46,False,True
272,9.0667,398,person,0.5911,849,348,863,380,856.0,364.0,multiline,none,-1,False,stationary,0.33,3.36,False,True
272,9.0667,463,truck,0.4559,1772,514,1918,683,1845.0,598.5,multiline,none,-1,False,stationary,3.4,36.34,False,True
272,9.0667,486,car,0.6981,1142,583,1287,657,1214.5,620.0,multiline,none,-1,False,stationary,1.76,18.37,False,True
272,9.0667,426,truck,0.3126,1359,590,1879,782,1619.0,686.0,multiline,none,-1,False,moving,41.88,460.63,True,True
272,9.0667,456,truck,0.6544,0,464,348,601,174.0,532.5,multiline,none,-1,False,stationary,2.2,20.67,False,True
272,9.0667,504,car,0.3445,1022,650,1201,741,1111.5,695.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
273,9.1,398,person,0.6389,850,348,864,380,857.0,364.0,multiline,none,-1,False,stationary,0.34,3.49,False,True
273,9.1,463,truck,0.6694,1774,513,1918,679,1846.0,596.0,multiline,none,-1,False,stationary,3.31,35.42,False,True
273,9.1,486,car,0.6858,1139,583,1283,656,1211.0,619.5,multiline,none,-1,False,stationary,1.96,21.42,False,True
273,9.1,426,truck,0.4038,1382,590,1889,783,1635.5,686.5,multiline,none,-1,False,moving,39.54,434.85,True,True
273,9.1,456,truck,0.4362,7,464,344,602,175.5,533.0,multiline,none,-1,False,stationary,2.06,19.21,False,True
273,9.1,504,car,0.3624,1030,648,1212,742,1121.0,695.0,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
274,9.1333,398,person,0.6932,850,348,864,380,857.0,364.0,multiline,none,-1,False,stationary,0.34,3.5,False,True
274,9.1333,463,truck,0.3742,1774,513,1918,672,1846.0,592.5,multiline,none,-1,False,stationary,3.2,34.26,False,True
274,9.1333,486,car,0.8002,1137,583,1279,656,1208.0,619.5,multiline,none,-1,False,stationary,2.18,23.91,False,True
274,9.1333,426,truck,0.3996,1408,590,1897,783,1652.5,686.5,multiline,none,-1,False,moving,36.66,403.23,True,True
274,9.1333,456,truck,0.8104,8,463,339,603,173.5,533.0,multiline,none,-1,False,stationary,2.03,18.88,False,True
274,9.1333,504,car,0.4199,1037,647,1223,743,1130.0,695.0,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
275,9.1667,398,person,0.5613,851,348,864,380,857.5,364.0,multiline,none,-1,False,stationary,0.35,3.51,False,True
275,9.1667,463,truck,0.6919,1774,513,1918,663,1846.0,588.0,multiline,none,-1,False,stationary,3.1,33.17,False,True
275,9.1667,486,car,0.7724,1132,582,1275,656,1203.5,619.0,multiline,none,-1,False,stationary,2.4,26.41,False,True
275,9.1667,426,truck,0.2678,1432,590,1903,782,1667.5,686.0,multiline,none,-1,False,moving,33.65,370.14,True,True
275,9.1667,456,truck,0.6753,7,462,336,604,171.5,533.0,multiline,none,-1,False,stationary,2.05,19.16,False,True
275,9.1667,504,car,0.8033,1043,647,1234,743,1138.5,695.0,multiline,none,-1,False,recently_moving,5.52,22.08,True,True
276,9.2,398,person,0.3219,851,347,864,380,857.5,363.5,multiline,none,-1,False,stationary,0.33,3.44,False,True
276,9.2,463,truck,0.3455,1769,512,1918,654,1843.5,583.0,multiline,none,-1,False,stationary,3.07,32.94,False,True
276,9.2,486,car,0.7941,1127,582,1271,655,1199.0,618.5,multiline,none,-1,False,stationary,2.6,28.56,False,True
276,9.2,426,bus,0.3173,1456,592,1907,780,1681.5,686.0,multiline,none,-1,False,moving,30.69,337.53,True,True
276,9.2,456,truck,0.4029,7,462,335,604,171.0,533.0,multiline,none,-1,False,stationary,2.1,19.84,False,True
276,9.2,504,car,0.8617,1050,646,1245,743,1147.5,694.5,multiline,none,-1,False,recently_moving,5.99,29.96,True,True
277,9.2333,463,truck,0.3398,1760,512,1918,647,1839.0,579.5,multiline,none,-1,False,stationary,3.07,32.79,False,True
277,9.2333,486,car,0.8877,1121,582,1267,655,1194.0,618.5,multiline,none,-1,False,stationary,2.8,30.81,False,True
277,9.2333,456,truck,0.4048,6,461,333,603,169.5,532.0,multiline,none,-1,False,stationary,2.15,21.19,False,True
277,9.2333,504,car,0.8875,1058,646,1257,743,1157.5,694.5,multiline,none,-1,False,recently_moving,6.43,38.59,True,True
278,9.2667,463,truck,0.6194,1755,512,1918,640,1836.5,576.0,multiline,none,-1,False,stationary,3.07,32.58,False,True
278,9.2667,486,car,0.8728,1115,582,1263,655,1189.0,618.5,multiline,none,-1,False,stationary,3.0,32.98,False,True
278,9.2667,456,truck,0.7633,4,460,331,603,167.5,531.5,multiline,none,-1,False,stationary,2.21,23.14,False,True
278,9.2667,504,car,0.7971,1065,647,1269,744,1167.0,695.5,multiline,none,-1,False,recently_moving,6.79,47.5,True,True
278,9.2667,398,person,0.4141,851,347,864,380,857.5,363.5,multiline,none,-1,False,stationary,0.32,3.41,False,True
279,9.3,463,truck,0.7718,1752,512,1918,635,1835.0,573.5,multiline,none,-1,False,stationary,3.07,32.41,False,True
279,9.3,486,car,0.8739,1111,582,1259,655,1185.0,618.5,multiline,none,-1,False,stationary,3.16,34.74,False,True
279,9.3,456,truck,0.6089,3,460,330,603,166.5,531.5,multiline,none,-1,False,stationary,2.27,24.63,False,True
279,9.3,504,car,0.7185,1071,647,1281,744,1176.0,695.5,multiline,none,-1,False,recently_moving,7.06,56.44,True,True
279,9.3,398,person,0.6786,852,346,865,379,858.5,362.5,multiline,none,-1,False,stationary,0.35,3.7,False,True
279,9.3,426,bus,0.2877,1478,595,1910,778,1694.0,686.5,multiline,none,-1,False,moving,27.47,302.1,True,True
280,9.3333,463,truck,0.4347,1746,512,1918,631,1832.0,571.5,multiline,none,-1,False,stationary,3.12,32.63,False,True
280,9.3333,486,car,0.8833,1108,582,1255,655,1181.5,618.5,multiline,none,-1,False,stationary,3.29,36.21,False,True
280,9.3333,456,truck,0.4837,2,460,329,604,165.5,532.0,multiline,none,-1,False,stationary,2.23,24.38,False,True
280,9.3333,504,car,0.9182,1083,648,1293,745,1188.0,696.5,multiline,none,-1,False,recently_moving,7.39,66.47,True,True
280,9.3333,398,person,0.6918,852,346,865,379,858.5,362.5,multiline,none,-1,False,stationary,0.36,3.83,False,True
281,9.3667,463,truck,0.6629,1742,512,1918,627,1830.0,569.5,multiline,none,-1,False,stationary,3.16,32.7,False,True
281,9.3667,486,car,0.8594,1105,582,1251,654,1178.0,618.0,multiline,none,-1,False,stationary,3.43,37.71,False,True
281,9.3667,456,truck,0.4452,2,459,327,605,164.5,532.0,multiline,none,-1,False,stationary,2.04,22.3,False,True
281,9.3667,504,car,0.8931,1095,648,1305,746,1200.0,697.0,multiline,none,-1,False,recently_moving,7.73,77.18,True,True
281,9.3667,398,person,0.7201,852,345,865,379,858.5,362.0,multiline,none,-1,False,stationary,0.37,3.87,False,True
282,9.4,486,car,0.8623,1103,582,1246,654,1174.5,618.0,multiline,none,-1,False,stationary,3.56,39.19,False,True
282,9.4,456,truck,0.3792,1,459,326,603,163.5,531.0,multiline,none,-1,False,stationary,1.79,19.54,False,True
282,9.4,504,car,0.867,1105,649,1317,747,1211.0,698.0,multiline,none,-1,False,recently_moving,8.01,88.0,True,True
282,9.4,398,person,0.7361,852,345,865,378,858.5,361.5,multiline,none,-1,False,stationary,0.37,3.85,False,True
283,9.4333,486,car,0.8029,1102,582,1242,653,1172.0,617.5,multiline,none,-1,False,stationary,3.67,40.37,False,True
283,9.4333,456,truck,0.3656,1,458,325,601,163.0,529.5,multiline,none,-1,False,stationary,1.54,16.59,False,True
283,9.4333,504,car,0.873,1118,649,1329,748,1223.5,698.5,multiline,none,-1,False,recently_moving,8.77,96.41,True,True
283,9.4333,398,person,0.7214,852,344,865,378,858.5,361.0,multiline,none,-1,False,stationary,0.39,3.98,False,True
284,9.4667,463,truck,0.4463,1737,511,1918,625,1827.5,568.0,multiline,none,-1,False,stationary,3.24,33.4,False,True
284,9.4667,486,car,0.8249,1101,582,1238,653,1169.5,617.5,multiline,none,-1,False,stationary,3.71,40.75,False,True
284,9.4667,456,truck,0.3114,0,458,323,599,161.5,528.5,multiline,none,-1,False,stationary,1.48,15.81,False,True
284,9.4667,504,car,0.8639,1132,650,1341,748,1236.5,699.0,multiline,none,-1,False,recently_moving,9.38,103.14,True,True
284,9.4667,398,person,0.695,852,344,865,378,858.5,361.0,multiline,none,-1,False,stationary,0.39,3.94,False,True
285,9.5,486,car,0.7767,1101,582,1234,653,1167.5,617.5,multiline,none,-1,False,stationary,3.7,40.67,False,True
285,9.5,456,truck,0.3091,0,457,320,597,160.0,527.0,multiline,none,-1,False,stationary,1.45,15.32,False,True
285,9.5,504,car,0.8432,1145,650,1353,749,1249.0,699.5,multiline,none,-1,False,recently_moving,9.89,108.73,True,True
285,9.5,398,person,0.6954,852,343,866,377,859.0,360.0,multiline,none,-1,False,stationary,0.4,4.12,False,True
286,9.5333,486,car,0.7225,1101,582,1230,653,1165.5,617.5,multiline,none,-1,False,stationary,3.61,39.75,False,True
286,9.5333,504,car,0.8976,1159,651,1365,750,1262.0,700.5,multiline,none,-1,False,stationary,10.36,113.93,False,True
286,9.5333,398,person,0.7056,852,343,866,377,859.0,360.0,multiline,none,-1,False,stationary,0.41,4.2,False,True
287,9.5667,486,car,0.7888,1101,582,1226,653,1163.5,617.5,multiline,none,-1,False,stationary,3.48,38.26,False,True
287,9.5667,504,car,0.8957,1174,652,1376,750,1275.0,701.0,multiline,none,-1,False,stationary,10.8,118.74,False,True
287,9.5667,398,person,0.6806,852,343,866,377,859.0,360.0,multiline,none,-1,False,stationary,0.4,4.21,False,True
288,9.6,486,car,0.7994,1101,582,1222,653,1161.5,617.5,multiline,none,-1,False,stationary,3.3,36.27,False,True
288,9.6,504,car,0.8783,1187,653,1387,751,1287.0,702.0,multiline,none,-1,False,stationary,11.14,122.56,False,True
288,9.6,398,person,0.6112,853,343,866,377,859.5,360.0,multiline,none,-1,False,stationary,0.39,4.14,False,True
289,9.6333,486,car,0.7105,1101,582,1219,653,1160.0,617.5,multiline,none,-1,False,stationary,3.07,33.74,False,True
289,9.6333,504,car,0.8119,1200,654,1399,751,1299.5,702.5,multiline,none,-1,False,stationary,11.46,126.09,False,True
289,9.6333,398,person,0.5649,853,343,866,377,859.5,360.0,multiline,none,-1,False,stationary,0.39,4.09,False,True
289,9.6333,463,truck,0.5192,1727,510,1918,631,1822.5,570.5,multiline,none,-1,False,stationary,3.39,33.9,False,True
290,9.6667,486,car,0.7782,1101,582,1216,653,1158.5,617.5,multiline,none,-1,False,stationary,2.84,31.21,False,True
290,9.6667,504,car,0.7988,1212,654,1404,750,1308.0,702.0,multiline,none,-1,False,stationary,11.66,128.22,False,True
290,9.6667,398,person,0.53,853,343,866,377,859.5,360.0,multiline,none,-1,False,stationary,0.34,3.63,False,True
290,9.6667,463,truck,0.435,1719,510,1918,639,1818.5,574.5,multiline,none,-1,False,stationary,3.54,33.55,False,True
291,9.7,486,car,0.5549,1094,580,1212,653,1153.0,616.5,multiline,none,-1,False,stationary,2.76,30.33,False,True
291,9.7,504,car,0.8228,1224,655,1413,749,1318.5,702.0,multiline,none,-1,False,stationary,11.73,129.01,False,True
291,9.7,398,person,0.4543,853,342,867,376,860.0,359.0,multiline,none,-1,False,stationary,0.34,3.64,False,True
291,9.7,463,truck,0.6498,1712,510,1918,646,1815.0,578.0,multiline,none,-1,False,stationary,3.68,32.83,False,True
292,9.7333,486,car,0.4998,1080,579,1208,653,1144.0,616.0,multiline,none,-1,False,stationary,2.88,31.65,False,True
292,9.7333,504,car,0.7833,1236,655,1425,749,1330.5,702.0,multiline,none,-1,False,stationary,11.78,129.55,False,True
292,9.7333,398,person,0.3957,854,342,867,376,860.5,359.0,multiline,none,-1,False,stationary,0.34,3.63,False,True
292,9.7333,463,truck,0.5212,1706,509,1918,645,1812.0,577.0,multiline,none,-1,False,stationary,3.7,33.05,False,True
293,9.7667,486,car,0.5081,1072,578,1203,652,1137.5,615.0,multiline,none,-1,False,stationary,3.05,33.57,False,True
293,9.7667,504,car,0.7594,1248,656,1437,750,1342.5,703.0,multiline,none,-1,False,stationary,11.84,130.26,False,True
293,9.7667,398,person,0.4919,854,342,867,376,860.5,359.0,multiline,none,-1,False,stationary,0.33,3.49,False,True
293,9.7667,463,truck,0.7991,1692,509,1918,652,1805.0,580.5,multiline,none,-1,False,stationary,3.79,33.81,False,True
293,9.7667,426,truck,0.4994,1543,597,1912,778,1727.5,687.5,multiline,none,-1,False,moving,25.09,275.88,True,True
294,9.8,486,car,0.4462,1068,577,1198,651,1133.0,614.0,multiline,none,-1,False,stationary,3.23,35.51,False,True
294,9.8,504,car,0.5769,1259,657,1451,752,1355.0,704.5,multiline,none,-1,False,stationary,11.89,130.75,False,True
294,9.8,398,person,0.5412,854,342,867,376,860.5,359.0,multiline,none,-1,False,stationary,0.31,3.27,False,True
294,9.8,463,truck,0.4742,1678,509,1918,658,1798.0,583.5,multiline,none,-1,False,stationary,3.94,35.36,False,True
294,9.8,426,truck,0.4206,1595,599,1914,778,1754.5,688.5,multiline,none,-1,False,moving,23.37,257.04,True,True
294,9.8,456,truck,0.2873,0,455,308,593,154.0,524.0,multiline,none,-1,False,stationary,1.58,16.73,False,True
295,9.8333,486,car,0.5952,1057,576,1194,650,1125.5,613.0,multiline,none,-1,False,stationary,3.51,38.56,False,True
295,9.8333,504,car,0.4484,1271,658,1459,753,1365.0,705.5,multiline,none,-1,False,stationary,11.82,130.02,False,True
295,9.8333,398,person,0.5412,854,341,868,376,861.0,358.5,multiline,none,-1,False,stationary,0.32,3.38,False,True
295,9.8333,463,truck,0.8828,1662,509,1918,678,1790.0,593.5,multiline,none,-1,False,stationary,4.29,38.84,False,True
296,9.8667,486,car,0.4698,1047,576,1190,650,1118.5,613.0,multiline,none,-1,False,stationary,3.85,42.31,False,True
296,9.8667,398,person,0.5313,854,341,868,376,861.0,358.5,multiline,none,-1,False,stationary,0.28,3.04,False,True
296,9.8667,463,truck,0.6628,1647,509,1918,698,1782.5,603.5,multiline,none,-1,False,stationary,4.82,45.1,False,True
297,9.9,486,car,0.3924,1040,576,1186,650,1113.0,613.0,multiline,none,-1,False,stationary,4.18,45.95,False,True
297,9.9,398,person,0.4049,854,341,868,375,861.0,358.0,multiline,none,-1,False,stationary,0.28,3.0,False,True
297,9.9,463,truck,0.5797,1635,509,1918,716,1776.5,612.5,multiline,none,-1,False,stationary,5.39,52.54,False,True
298,9.9333,486,car,0.4434,1034,576,1181,650,1107.5,613.0,multiline,none,-1,False,stationary,4.51,49.52,False,True
298,9.9333,398,person,0.4134,854,341,868,375,861.0,358.0,multiline,none,-1,False,stationary,0.28,2.96,False,True
298,9.9333,463,truck,0.4955,1631,509,1918,729,1774.5,619.0,multiline,none,-1,False,stationary,5.87,59.49,False,True
299,9.9667,398,person,0.4923,854,341,868,375,861.0,358.0,multiline,none,-1,False,stationary,0.26,2.83,False,True
299,9.9667,463,truck,0.3901,1627,508,1918,739,1772.5,623.5,multiline,none,-1,False,stationary,6.25,65.55,False,True
300,10.0,398,person,0.3267,854,341,868,375,861.0,358.0,multiline,none,-1,False,stationary,0.26,2.74,False,True
300,10.0,463,truck,0.6446,1622,508,1918,746,1770.0,627.0,multiline,none,-1,False,stationary,6.52,69.34,False,True
300,10.0,426,truck,0.4257,1653,602,1915,774,1784.0,688.0,multiline,none,-1,False,moving,22.45,246.89,True,True
301,10.0333,463,truck,0.7204,1620,508,1918,735,1769.0,621.5,multiline,none,-1,False,stationary,6.45,68.91,False,True
301,10.0333,550,car,0.4577,762,639,813,702,787.5,670.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
301,10.0333,551,car,0.5905,627,631,814,704,720.5,667.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
301,10.0333,426,truck,0.2501,1698,604,1916,771,1807.0,687.5,multiline,none,-1,False,moving,21.71,238.73,True,True
301,10.0333,456,truck,0.3159,0,455,291,592,145.5,523.5,multiline,none,-1,False,stationary,1.9,20.37,False,True
301,10.0333,486,car,0.5181,1029,575,1174,650,1101.5,612.5,multiline,none,-1,False,stationary,4.84,53.22,False,True
302,10.0667,463,truck,0.4733,1618,508,1918,722,1768.0,615.0,multiline,none,-1,False,stationary,6.3,65.62,False,True
302,10.0667,550,car,0.7663,760,637,814,702,787.0,669.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
302,10.0667,426,motorcycle,0.6563,1734,605,1917,769,1825.5,687.0,multiline,none,-1,False,moving,20.99,230.8,True,True
302,10.0667,456,truck,0.3421,0,455,276,592,138.0,523.5,multiline,none,-1,False,stationary,2.3,24.64,False,True
302,10.0667,486,car,0.4899,1021,575,1168,650,1094.5,612.5,multiline,none,-1,False,stationary,5.24,57.57,False,True
303,10.1,463,truck,0.373,1615,508,1918,709,1766.5,608.5,multiline,none,-1,False,stationary,6.32,61.91,False,True
303,10.1,550,car,0.6692,757,635,815,702,786.0,668.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
303,10.1,426,motorcycle,0.4035,1765,607,1918,769,1841.5,688.0,multiline,none,-1,False,moving,20.72,227.93,True,True
303,10.1,551,car,0.3586,629,630,815,704,722.0,667.0,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
304,10.1333,463,truck,0.3136,1616,508,1918,701,1767.0,604.5,multiline,none,-1,False,stationary,6.2,55.88,False,True
304,10.1333,550,car,0.7113,755,633,816,703,785.5,668.0,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
305,10.1667,463,truck,0.6164,1613,508,1918,695,1765.5,601.5,multiline,none,-1,False,stationary,5.98,49.2,False,True
305,10.1667,550,car,0.6526,753,632,817,703,785.0,667.5,multiline,none,-1,False,recently_moving,0.64,2.56,True,True
305,10.1667,456,truck,0.3163,0,456,261,592,130.5,524.0,multiline,none,-1,False,stationary,2.72,29.16,False,True
305,10.1667,486,car,0.2803,1011,577,1159,650,1085.0,613.5,multiline,none,-1,False,stationary,5.75,63.14,False,True
306,10.2,550,car,0.5865,752,630,818,704,785.0,667.0,multiline,none,-1,False,recently_moving,0.64,3.19,True,True
306,10.2,551,car,0.2977,631,629,816,704,723.5,666.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
307,10.2333,550,car,0.5636,751,630,819,704,785.0,667.0,multiline,none,-1,False,recently_moving,0.6,3.58,True,True
307,10.2333,463,truck,0.5744,1624,509,1918,695,1771.0,602.0,multiline,none,-1,False,stationary,5.45,39.14,False,True
307,10.2333,456,truck,0.3021,0,457,242,591,121.0,524.0,multiline,none,-1,False,stationary,3.27,35.05,False,True
307,10.2333,486,car,0.2532,1001,579,1152,651,1076.5,615.0,multiline,none,-1,False,stationary,6.17,67.75,False,True
308,10.2667,550,car,0.8015,751,629,820,704,785.5,666.5,multiline,none,-1,False,recently_moving,0.57,3.88,True,True
308,10.2667,463,truck,0.6267,1635,509,1918,696,1776.5,602.5,multiline,none,-1,False,stationary,4.85,26.98,False,True
308,10.2667,456,truck,0.2615,0,456,225,591,112.5,523.5,multiline,none,-1,False,stationary,3.87,41.52,False,True
308,10.2667,398,person,0.3354,855,341,868,374,861.5,357.5,multiline,none,-1,False,stationary,0.28,2.96,False,True
309,10.3,550,car,0.7498,751,629,820,704,785.5,666.5,multiline,none,-1,False,recently_moving,0.53,4.07,True,True
309,10.3,463,truck,0.687,1644,509,1918,697,1781.0,603.0,multiline,none,-1,False,stationary,4.25,14.62,False,True
309,10.3,456,truck,0.2852,0,456,212,591,106.0,523.5,multiline,none,-1,False,stationary,4.43,47.65,False,True
309,10.3,398,person,0.2724,855,341,868,374,861.5,357.5,multiline,none,-1,False,stationary,0.25,2.74,False,True
310,10.3333,550,car,0.8016,753,629,820,703,786.5,666.0,multiline,none,-1,False,recently_moving,0.53,4.22,True,True
310,10.3333,463,truck,0.6959,1650,509,1918,698,1784.0,603.5,multiline,none,-1,False,stationary,3.76,5.81,False,True
310,10.3333,456,truck,0.3473,0,456,202,591,101.0,523.5,multiline,none,-1,False,stationary,4.92,52.98,False,True
311,10.3667,550,car,0.7653,754,629,820,703,787.0,666.0,multiline,none,-1,False,recently_moving,0.52,4.28,True,True
311,10.3667,463,truck,0.4853,1645,509,1918,698,1781.5,603.5,multiline,none,-1,False,stationary,3.2,8.25,False,True
311,10.3667,456,truck,0.5684,0,457,195,591,97.5,524.0,multiline,none,-1,False,stationary,5.31,57.37,False,True
312,10.4,550,car,0.7781,755,630,819,704,787.0,667.0,multiline,none,-1,False,recently_moving,0.51,4.0,True,True
312,10.4,463,truck,0.5757,1642,509,1918,699,1780.0,604.0,multiline,none,-1,False,stationary,2.66,13.79,False,True
312,10.4,456,truck,0.5893,0,458,189,591,94.5,524.5,multiline,none,-1,False,stationary,5.6,60.71,False,True
