frame_no,timestamp_sec,track_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,count_mode,event_type,line_index,counted,motion_state,avg_per_frame,displacement,moving,in_roi
442,14.7333,463,truck,0.6856,954,489,1356,662,1155.0,575.5,multiline,none,-1,False,stationary,7.88,86.62,False,True
442,14.7333,693,car,0.8012,249,537,327,599,288.0,568.0,multiline,none,-1,False,stationary,4.5,49.4,False,True
443,14.7667,672,car,0.9095,1649,603,1863,687,1756.0,645.0,multiline,none,-1,False,stationary,4.97,54.66,False,True
443,14.7667,463,truck,0.6418,952,489,1349,661,1150.5,575.0,multiline,none,-1,False,stationary,8.19,90.07,False,True
443,14.7667,693,car,0.7839,248,537,323,597,285.5,567.0,multiline,none,-1,False,stationary,4.14,45.28,False,True
444,14.8,672,car,0.9014,1642,603,1857,687,1749.5,645.0,multiline,none,-1,False,stationary,5.21,57.25,False,True
444,14.8,693,car,0.7756,248,537,318,595,283.0,566.0,multiline,none,-1,False,stationary,3.76,41.09,False,True
445,14.8333,672,car,0.8888,1636,603,1851,687,1743.5,645.0,multiline,none,-1,False,stationary,5.4,59.41,False,True
445,14.8333,693,car,0.7765,248,537,312,594,280.0,565.5,multiline,none,-1,False,stationary,3.44,37.48,False,True
445,14.8333,463,truck,0.8223,946,488,1341,660,1143.5,574.0,multiline,none,-1,False,stationary,8.49,93.34,False,True
446,14.8667,672,car,0.8711,1630,603,1844,687,1737.0,645.0,multiline,none,-1,False,stationary,5.58,61.34,False,True
446,14.8667,693,car,0.6658,248,537,307,592,277.5,564.5,multiline,none,-1,False,stationary,3.17,34.52,False,True
446,14.8667,463,truck,0.8661,942,488,1334,661,1138.0,574.5,multiline,none,-1,False,stationary,8.73,95.99,False,True
447,14.9,672,car,0.8137,1625,603,1838,687,1731.5,645.0,multiline,none,-1,False,stationary,5.68,62.41,False,True
447,14.9,693,car,0.4675,247,537,301,590,274.0,563.5,multiline,none,-1,False,stationary,2.99,32.63,False,True
447,14.9,463,truck,0.8984,938,488,1327,661,1132.5,574.5,multiline,none,-1,False,stationary,8.87,97.56,False,True
448,14.9333,672,car,0.8624,1619,603,1832,687,1725.5,645.0,multiline,none,-1,False,stationary,5.76,63.32,False,True
448,14.9333,463,truck,0.8261,934,488,1320,662,1127.0,575.0,multiline,none,-1,False,stationary,8.71,95.75,False,True
449,14.9667,672,car,0.8416,1612,603,1825,687,1718.5,645.0,multiline,none,-1,False,stationary,5.84,64.22,False,True
449,14.9667,463,truck,0.7967,930,488,1313,662,1121.5,575.0,multiline,none,-1,False,stationary,8.3,91.25,False,True
450,15.0,672,car,0.7364,1607,603,1819,688,1713.0,645.5,multiline,none,-1,False,stationary,5.9,64.84,False,True
450,15.0,463,truck,0.8783,926,488,1307,663,1116.5,575.5,multiline,none,-1,False,stationary,7.8,85.73,False,True
451,15.0333,672,car,0.4905,1602,603,1812,688,1707.0,645.5,multiline,none,-1,False,stationary,5.95,65.39,False,True
451,15.0333,463,truck,0.857,922,488,1300,664,1111.0,576.0,multiline,none,-1,False,stationary,7.23,79.5,False,True
452,15.0667,672,car,0.7797,1598,603,1806,687,1702.0,645.0,multiline,none,-1,False,stationary,5.96,65.56,False,True
452,15.0667,463,truck,0.8229,918,487,1293,664,1105.5,575.5,multiline,none,-1,False,stationary,6.73,74.02,False,True
452,15.0667,741,car,0.45,105,542,161,591,133.0,566.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
453,15.1,672,car,0.5894,1591,603,1799,687,1695.0,645.0,multiline,none,-1,False,stationary,6.02,66.23,False,True
453,15.1,463,truck,0.6607,916,487,1286,665,1101.0,576.0,multiline,none,-1,False,stationary,6.29,69.1,False,True
453,15.1,741,car,0.7008,103,542,160,590,131.5,566.0,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
454,15.1333,672,car,0.4683,1586,603,1793,686,1689.5,644.5,multiline,none,-1,False,stationary,6.03,66.3,False,True
454,15.1333,463,truck,0.4661,915,487,1280,665,1097.5,576.0,multiline,none,-1,False,stationary,5.92,65.02,False,True
454,15.1333,741,car,0.7804,100,541,160,590,130.0,565.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
455,15.1667,672,car,0.411,1581,603,1786,686,1683.5,644.5,multiline,none,-1,False,stationary,6.02,66.18,False,True
455,15.1667,741,car,0.7717,97,541,160,589,128.5,565.0,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
456,15.2,672,car,0.4193,1574,603,1780,687,1677.0,645.0,multiline,none,-1,False,stationary,6.03,66.31,False,True
456,15.2,741,car,0.7666,92,540,160,589,126.0,564.5,multiline,none,-1,False,recently_moving,1.07,4.3,True,True
456,15.2,463,truck,0.5972,916,487,1272,666,1094.0,576.5,multiline,none,-1,False,stationary,5.64,62.02,False,True
457,15.2333,741,car,0.7598,87,538,160,588,123.5,563.0,multiline,none,-1,False,recently_moving,1.27,6.33,True,True
457,15.2333,463,truck,0.8746,917,487,1265,667,1091.0,577.0,multiline,none,-1,False,stationary,5.34,58.7,False,True
458,15.2667,741,car,0.7394,81,536,160,588,120.5,562.0,multiline,none,-1,False,recently_moving,1.46,8.77,True,True
458,15.2667,463,truck,0.8201,916,487,1257,668,1086.5,577.5,multiline,none,-1,False,stationary,5.11,56.19,False,True
458,15.2667,672,car,0.271,1565,602,1772,688,1668.5,645.0,multiline,none,-1,False,stationary,6.1,67.06,False,True
459,15.3,741,car,0.8041,75,534,160,587,117.5,560.5,multiline,none,-1,False,recently_moving,1.65,11.52,True,True
459,15.3,463,truck,0.7643,914,487,1250,668,1082.0,577.5,multiline,none,-1,False,stationary,4.93,54.18,False,True
460,15.3333,741,car,0.8406,69,533,161,588,115.0,560.5,multiline,none,-1,False,recently_moving,1.77,14.12,True,True
460,15.3333,463,truck,0.4134,912,487,1244,667,1078.0,577.0,multiline,none,-1,False,stationary,4.76,52.34,False,True
461,15.3667,741,car,0.8547,62,531,161,588,111.5,559.5,multiline,none,-1,False,recently_moving,1.9,17.1,True,True
461,15.3667,463,truck,0.46,894,487,1237,666,1065.5,576.5,multiline,none,-1,False,stationary,4.88,53.62,False,True
462,15.4,741,car,0.8432,56,530,161,588,108.5,559.0,multiline,none,-1,False,recently_moving,2.01,20.11,True,True
462,15.4,463,truck,0.6797,874,487,1230,666,1052.0,576.5,multiline,none,-1,False,stationary,5.22,57.4,False,True
462,15.4,749,car,0.5489,805,571,834,622,819.5,596.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
462,15.4,672,car,0.5719,1555,601,1759,684,1657.0,642.5,multiline,none,-1,False,stationary,6.34,69.65,False,True
463,15.4333,741,car,0.8803,50,529,161,588,105.5,558.5,multiline,none,-1,False,recently_moving,2.1,23.1,True,True
463,15.4333,463,truck,0.7208,855,487,1224,667,1039.5,577.0,multiline,none,-1,False,stationary,5.67,62.32,False,True
463,15.4333,749,car,0.3498,803,569,833,622,818.0,595.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
463,15.4333,672,car,0.5298,1546,600,1748,681,1647.0,640.5,multiline,none,-1,False,stationary,6.62,72.74,False,True
464,15.4667,741,car,0.8995,43,528,161,588,102.0,558.0,multiline,none,-1,False,recently_moving,2.34,25.7,True,True
464,15.4667,749,car,0.4568,801,567,833,623,817.0,595.0,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
464,15.4667,672,car,0.4019,1537,600,1739,679,1638.0,639.5,multiline,none,-1,False,stationary,6.88,75.52,False,True
465,15.5,741,car,0.909,37,527,160,588,98.5,557.5,multiline,none,-1,False,recently_moving,2.56,28.06,True,True
465,15.5,749,car,0.6569,798,565,833,626,815.5,595.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
465,15.5,672,car,0.4826,1532,600,1730,677,1631.0,638.5,multiline,none,-1,False,stationary,7.09,77.83,False,True
465,15.5,463,truck,0.7459,838,487,1215,663,1026.5,575.0,multiline,none,-1,False,stationary,6.2,68.15,False,True
466,15.5333,741,car,0.9266,30,526,158,588,94.0,557.0,multiline,none,-1,False,recently_moving,2.79,30.61,True,True
466,15.5333,749,car,0.7189,794,563,832,629,813.0,596.0,multiline,none,-1,False,recently_moving,0.97,3.73,True,True
466,15.5333,672,car,0.3328,1525,599,1722,677,1623.5,638.0,multiline,none,-1,False,stationary,7.28,79.91,False,True
466,15.5333,463,truck,0.7731,823,487,1208,663,1015.5,575.0,multiline,none,-1,False,stationary,6.75,74.19,False,True
467,15.5667,741,car,0.9273,23,526,156,588,89.5,557.0,multiline,none,-1,False,stationary,3.01,32.93,False,True
467,15.5667,749,car,0.7289,790,562,832,632,811.0,597.0,multiline,none,-1,False,recently_moving,1.13,5.37,True,True
467,15.5667,672,car,0.6365,1516,599,1714,677,1615.0,638.0,multiline,none,-1,False,stationary,7.51,82.51,False,True
468,15.6,741,car,0.9229,17,525,153,587,85.0,556.0,multiline,none,-1,False,stationary,3.21,35.1,False,True
468,15.6,749,car,0.5463,785,561,831,635,808.0,598.0,multiline,none,-1,False,recently_moving,1.31,7.52,True,True
468,15.6,672,car,0.5377,1507,598,1707,677,1607.0,637.5,multiline,none,-1,False,stationary,7.69,84.53,False,True
468,15.6,463,truck,0.487,809,487,1198,661,1003.5,574.0,multiline,none,-1,False,stationary,7.38,81.12,False,True
469,15.6333,741,car,0.9306,13,524,150,587,81.5,555.5,multiline,none,-1,False,stationary,3.34,36.66,False,True
469,15.6333,749,car,0.5302,780,561,831,637,805.5,599.0,multiline,none,-1,False,recently_moving,1.47,9.84,True,True
469,15.6333,672,car,0.3976,1500,598,1701,678,1600.5,638.0,multiline,none,-1,False,stationary,7.84,86.17,False,True
469,15.6333,463,truck,0.3534,798,487,1189,657,993.5,572.0,multiline,none,-1,False,stationary,8.0,87.92,False,True
470,15.6667,741,car,0.933,10,523,145,587,77.5,555.0,multiline,none,-1,False,stationary,3.46,37.96,False,True
470,15.6667,749,car,0.4057,775,560,831,638,803.0,599.0,multiline,none,-1,False,recently_moving,1.58,12.24,True,True
470,15.6667,672,car,0.6046,1493,599,1695,678,1594.0,638.5,multiline,none,-1,False,stationary,7.96,87.4,False,True
470,15.6667,463,truck,0.6114,788,487,1181,654,984.5,570.5,multiline,none,-1,False,stationary,8.6,94.49,False,True
471,15.7,741,car,0.9332,7,522,140,586,73.5,554.0,multiline,none,-1,False,stationary,3.59,39.4,False,True
471,15.7,672,car,0.6028,1487,600,1689,677,1588.0,638.5,multiline,none,-1,False,stationary,8.02,88.04,False,True
471,15.7,463,truck,0.6651,779,487,1173,651,976.0,569.0,multiline,none,-1,False,stationary,9.12,100.2,False,True
472,15.7333,741,car,0.9221,5,522,135,586,70.0,554.0,multiline,none,-1,False,stationary,3.66,40.27,False,True
472,15.7333,463,truck,0.6307,771,487,1166,649,968.5,568.0,multiline,none,-1,False,stationary,9.56,105.01,False,True
472,15.7333,763,person,0.369,1575,240,1585,256,1580.0,248.0,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
473,15.7667,741,car,0.9246,4,521,129,585,66.5,553.0,multiline,none,-1,False,stationary,3.73,41.02,False,True
473,15.7667,463,truck,0.7322,763,487,1159,647,961.0,567.0,multiline,none,-1,False,stationary,9.96,109.38,False,True
473,15.7667,763,person,0.3969,1575,240,1585,256,1580.0,248.0,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
474,15.8,741,car,0.9284,3,521,123,584,63.0,552.5,multiline,none,-1,False,stationary,3.79,41.69,False,True
474,15.8,463,truck,0.8615,757,487,1154,645,955.5,566.0,multiline,none,-1,False,stationary,9.99,109.77,False,True
474,15.8,763,person,0.4346,1575,240,1585,255,1580.0,247.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
474,15.8,749,truck,0.3411,766,554,830,639,798.0,596.5,multiline,none,-1,False,recently_moving,1.78,15.44,True,True
475,15.8333,741,car,0.9063,2,520,117,583,59.5,551.5,multiline,none,-1,False,stationary,3.83,42.15,False,True
475,15.8333,463,truck,0.88,751,486,1149,643,950.0,564.5,multiline,none,-1,False,stationary,9.77,107.28,False,True
475,15.8333,763,person,0.3733,1575,240,1585,255,1580.0,247.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
475,15.8333,672,car,0.5172,1475,600,1677,678,1576.0,639.0,multiline,none,-1,False,stationary,8.17,89.68,False,True
476,15.8667,741,car,0.9023,1,520,111,582,56.0,551.0,multiline,none,-1,False,stationary,3.86,42.47,False,True
476,15.8667,463,truck,0.9149,746,486,1146,642,946.0,564.0,multiline,none,-1,False,stationary,9.35,102.77,False,True
476,15.8667,763,person,0.2776,1576,240,1586,255,1581.0,247.5,multiline,none,-1,False,recently_moving,0.16,0.51,True,True
477,15.9,741,car,0.9079,1,519,104,581,52.5,550.0,multiline,none,-1,False,stationary,3.85,42.34,False,True
477,15.9,463,truck,0.8772,742,485,1143,642,942.5,563.5,multiline,none,-1,False,stationary,8.78,96.48,False,True
478,15.9333,741,car,0.9168,1,518,98,581,49.5,549.5,multiline,none,-1,False,stationary,3.8,41.77,False,True
478,15.9333,463,truck,0.8774,737,485,1141,641,939.0,563.0,multiline,none,-1,False,stationary,8.17,89.83,False,True
479,15.9667,741,car,0.9157,0,518,91,580,45.5,549.0,multiline,none,-1,False,stationary,3.75,41.21,False,True
479,15.9667,463,truck,0.7502,732,484,1138,639,935.0,561.5,multiline,none,-1,False,stationary,7.53,82.76,False,True
479,15.9667,672,car,0.3894,1458,599,1661,679,1559.5,639.0,multiline,none,-1,False,stationary,8.42,92.45,False,True
480,16.0,741,car,0.911,0,518,84,580,42.0,549.0,multiline,none,-1,False,stationary,3.71,40.82,False,True
480,16.0,463,truck,0.8126,730,484,1129,637,929.5,560.5,multiline,none,-1,False,stationary,6.96,76.56,False,True
481,16.0333,741,car,0.8971,0,517,78,580,39.0,548.5,multiline,none,-1,False,stationary,3.66,40.23,False,True
481,16.0333,463,truck,0.8721,729,483,1120,636,924.5,559.5,multiline,none,-1,False,stationary,6.47,71.14,False,True
482,16.0667,741,car,0.8517,0,517,71,578,35.5,547.5,multiline,none,-1,False,stationary,3.61,39.65,False,True
482,16.0667,463,truck,0.7859,729,483,1111,635,920.0,559.0,multiline,none,-1,False,stationary,6.02,66.16,False,True
483,16.1,741,car,0.8558,0,516,64,576,32.0,546.0,multiline,none,-1,False,stationary,3.58,39.38,False,True
483,16.1,463,truck,0.8135,727,483,1104,633,915.5,558.0,multiline,none,-1,False,stationary,5.63,61.9,False,True
484,16.1333,741,car,0.7858,0,516,58,575,29.0,545.5,multiline,none,-1,False,stationary,3.55,39.0,False,True
484,16.1333,463,truck,0.8115,724,483,1098,632,911.0,557.5,multiline,none,-1,False,stationary,5.28,58.07,False,True
485,16.1667,741,car,0.5775,0,517,51,573,25.5,545.0,multiline,none,-1,False,stationary,3.53,38.77,False,True
485,16.1667,463,truck,0.835,721,483,1098,631,909.5,557.0,multiline,none,-1,False,stationary,4.93,54.18,False,True
486,16.2,741,car,0.8005,0,518,44,570,22.0,544.0,multiline,none,-1,False,stationary,3.51,38.61,False,True
486,16.2,463,truck,0.8523,717,482,1090,630,903.5,556.0,multiline,none,-1,False,stationary,4.71,51.78,False,True
486,16.2,672,car,0.3535,1437,599,1638,678,1537.5,638.5,multiline,none,-1,False,stationary,8.96,98.44,False,True
487,16.2333,741,car,0.7034,0,519,38,569,19.0,544.0,multiline,none,-1,False,stationary,3.48,38.29,False,True
487,16.2333,463,truck,0.8399,713,482,1080,629,896.5,555.5,multiline,none,-1,False,stationary,4.66,51.26,False,True
488,16.2667,463,truck,0.8302,710,482,1072,629,891.0,555.5,multiline,none,-1,False,stationary,4.69,51.59,False,True
489,16.3,463,truck,0.8685,706,482,1064,629,885.0,555.5,multiline,none,-1,False,stationary,4.79,52.62,False,True
489,16.3,672,car,0.4601,1417,600,1616,678,1516.5,639.0,multiline,none,-1,False,stationary,9.7,106.52,False,True
490,16.3333,463,truck,0.6745,703,482,1059,629,881.0,555.5,multiline,none,-1,False,stationary,4.85,53.21,False,True
490,16.3333,672,car,0.4206,1402,599,1596,677,1499.0,638.0,multiline,none,-1,False,stationary,10.51,115.48,False,True
491,16.3667,463,truck,0.7582,700,481,1053,629,876.5,555.0,multiline,none,-1,False,stationary,4.85,53.24,False,True
491,16.3667,672,car,0.7113,1388,599,1581,676,1484.5,637.5,multiline,none,-1,False,stationary,11.25,123.75,False,True
492,16.4,463,truck,0.7215,700,481,1045,630,872.5,555.5,multiline,none,-1,False,stationary,4.81,52.85,False,True
492,16.4,672,car,0.6094,1377,599,1568,676,1472.5,637.5,multiline,none,-1,False,stationary,11.85,130.34,False,True
493,16.4333,463,truck,0.3812,700,481,1039,630,869.5,555.5,multiline,none,-1,False,stationary,4.75,52.09,False,True
493,16.4333,672,car,0.6696,1366,598,1558,676,1462.0,637.0,multiline,none,-1,False,stationary,12.32,135.51,False,True
494,16.4667,463,truck,0.4747,696,481,1032,628,864.0,554.5,multiline,none,-1,False,stationary,4.73,51.92,False,True
494,16.4667,672,car,0.8001,1357,597,1547,675,1452.0,636.0,multiline,none,-1,False,stationary,12.74,140.09,False,True
495,16.5,463,truck,0.5607,685,481,1025,629,855.0,555.0,multiline,none,-1,False,stationary,4.86,53.36,False,True
495,16.5,787,car,0.7736,1868,637,1919,696,1893.5,666.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
495,16.5,672,car,0.483,1346,595,1538,675,1442.0,635.0,multiline,none,-1,False,stationary,13.12,144.3,False,True
496,16.5333,463,truck,0.3571,675,480,1018,629,846.5,554.5,multiline,none,-1,False,stationary,5.17,56.75,False,True
496,16.5333,787,car,0.8596,1866,636,1919,696,1892.5,666.0,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
496,16.5333,672,car,0.4597,1338,597,1519,674,1428.5,635.5,multiline,none,-1,False,stationary,13.61,149.67,False,True
497,16.5667,787,car,0.8979,1864,635,1919,696,1891.5,665.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
497,16.5667,672,car,0.6059,1329,596,1511,673,1420.0,634.5,multiline,none,-1,False,stationary,13.81,151.93,False,True
498,16.6,787,car,0.8997,1861,634,1919,697,1890.0,665.5,multiline,none,-1,False,insufficient_data,0.0,0.0,False,True
498,16.6,672,car,0.7713,1322,596,1506,672,1414.0,634.0,multiline,none,-1,False,stationary,13.61,149.71,False,True
499,16.6333,787,car,0.8936,1857,633,1919,697,1888.0,665.0,multiline,none,-1,False,recently_moving,0.82,3.24,True,True
499,16.6333,672,car,0.7519,1316,595,1501,671,1408.5,633.0,multiline,none,-1,False,stationary,12.96,142.52,False,True
500,16.6667,787,car,0.9092,1853,632,1919,697,1886.0,664.5,multiline,none,-1,False,recently_moving,0.97,4.82,True,True
500,16.6667,672,car,0.7065,1309,594,1496,671,1402.5,632.5,multiline,none,-1,False,stationary,12.06,132.6,False,True
501,16.7,787,car,0.8841,1848,630,1919,697,1883.5,663.5,multiline,none,-1,False,recently_moving,1.13,6.78,True,True
501,16.7,672,car,0.6255,1303,593,1490,671,1396.5,632.0,multiline,none,-1,False,stationary,11.11,122.13,False,True
501,16.7,463,truck,0.2764,661,480,1007,628,834.0,554.0,multiline,none,-1,False,stationary,5.57,61.23,False,True
502,16.7333,787,car,0.9024,1843,629,1919,697,1881.0,663.0,multiline,none,-1,False,recently_moving,1.28,8.95,True,True
502,16.7333,672,car,0.3997,1297,592,1482,670,1389.5,631.0,multiline,none,-1,False,stationary,10.25,112.71,False,True
503,16.7667,787,car,0.8971,1838,628,1919,697,1878.5,662.5,multiline,none,-1,False,recently_moving,1.41,11.25,True,True
503,16.7667,672,car,0.5374,1291,591,1475,670,1383.0,630.5,multiline,none,-1,False,stationary,9.52,104.69,False,True
504,16.8,787,car,0.8946,1832,627,1919,696,1875.5,661.5,multiline,none,-1,False,recently_moving,1.54,13.84,True,True
504,16.8,672,car,0.6282,1284,591,1468,670,1376.0,630.5,multiline,none,-1,False,stationary,8.93,98.23,False,True
504,16.8,763,person,0.3989,1579,239,1589,255,1584.0,247.0,multiline,none,-1,False,recently_moving,0.38,1.69,True,True
505,16.8333,787,car,0.9037,1827,626,1919,696,1873.0,661.0,multiline,none,-1,False,recently_moving,1.64,16.42,True,True
505,16.8333,672,car,0.8362,1278,590,1462,670,1370.0,630.0,multiline,none,-1,False,stationary,8.42,92.63,False,True
505,16.8333,763,person,0.2974,1582,239,1592,255,1587.0,247.0,multiline,none,-1,False,recently_moving,0.63,3.52,True,True
505,16.8333,463,bus,0.543,649,479,992,630,820.5,554.5,multiline,none,-1,False,stationary,6.04,66.4,False,True
506,16.8667,787,car,0.9172,1821,625,1919,696,1870.0,660.5,multiline,none,-1,False,recently_moving,1.74,19.15,True,True
506,16.8667,672,car,0.8255,1272,590,1455,670,1363.5,630.0,multiline,none,-1,False,stationary,7.98,87.74,False,True
506,16.8667,763,person,0.371,1584,239,1594,255,1589.0,247.0,multiline,none,-1,False,recently_moving,0.81,5.42,True,True
506,16.8667,463,bus,0.6143,642,479,978,632,810.0,555.5,multiline,none,-1,False,stationary,6.5,71.51,False,True
507,16.9,787,car,0.914,1816,624,1919,696,1867.5,660.0,multiline,none,-1,False,recently_moving,1.95,21.44,True,True
507,16.9,672,car,0.874,1265,589,1449,670,1357.0,629.5,multiline,none,-1,False,stationary,7.47,82.14,False,True
507,16.9,463,truck,0.5739,632,479,965,634,798.5,556.5,multiline,none,-1,False,stationary,6.98,76.76,False,True
508,16.9333,787,car,0.9128,1810,624,1919,696,1864.5,660.0,multiline,none,-1,False,recently_moving,2.15,23.58,True,True
508,16.9333,672,car,0.8607,1259,589,1443,669,1351.0,629.0,multiline,none,-1,False,stationary,7.06,77.62,False,True
508,16.9333,463,truck,0.6095,623,479,954,636,788.5,557.5,multiline,none,-1,False,stationary,7.49,82.27,False,True
508,16.9333,763,person,0.4782,1586,239,1596,255,1591.0,247.0,multiline,none,-1,False,recently_moving,0.95,7.36,True,True
509,16.9667,787,car,0.9079,1805,623,1919,695,1862.0,659.0,multiline,none,-1,False,recently_moving,2.31,25.39,True,True
509,16.9667,672,car,0.856,1252,588,1439,669,1345.5,628.5,multiline,none,-1,False,stationary,6.77,74.51,False,True
509,16.9667,463,truck,0.6846,611,479,944,637,777.5,558.0,multiline,none,-1,False,stationary,8.02,88.14,False,True
509,16.9667,763,person,0.4207,1588,238,1598,255,1593.0,246.5,multiline,none,-1,False,recently_moving,1.07,9.33,True,True
510,17.0,787,car,0.9163,1799,623,1919,695,1859.0,659.0,multiline,none,-1,False,stationary,2.45,26.87,False,True
510,17.0,672,car,0.871,1246,588,1435,669,1340.5,628.5,multiline,none,-1,False,stationary,6.57,72.28,False,True
510,17.0,463,truck,0.7313,602,479,936,638,769.0,558.5,multiline,none,-1,False,stationary,8.51,93.53,False,True
510,17.0,763,person,0.4226,1589,238,1599,255,1594.0,246.5,multiline,none,-1,False,recently_moving,1.12,10.96,True,True
511,17.0333,787,car,0.9102,1793,623,1919,695,1856.0,659.0,multiline,none,-1,False,stationary,2.56,28.13,False,True
511,17.0333,672,car,0.8451,1239,588,1432,668,1335.5,628.0,multiline,none,-1,False,stationary,6.41,70.48,False,True
511,17.0333,463,truck,0.4894,598,478,928,638,763.0,558.0,multiline,none,-1,False,stationary,8.92,98.09,False,True
511,17.0333,763,person,0.3595,1591,238,1600,255,1595.5,246.5,multiline,none,-1,False,recently_moving,1.16,12.53,True,True
512,17.0667,787,car,0.9084,1787,622,1919,695,1853.0,658.5,multiline,none,-1,False,stationary,2.65,29.1,False,True
512,17.0667,672,car,0.8794,1232,587,1424,667,1328.0,627.0,multiline,none,-1,False,stationary,6.35,69.85,False,True
512,17.0667,463,truck,0.6986,594,478,919,639,756.5,558.5,multiline,none,-1,False,stationary,9.22,101.42,False,True
512,17.0667,763,person,0.4138,1592,238,1601,255,1596.5,246.5,multiline,none,-1,False,recently_moving,1.29,13.91,True,True
513,17.1,787,car,0.9078,1781,622,1919,695,1850.0,658.5,multiline,none,-1,False,stationary,2.72,29.87,False,True
513,17.1,672,car,0.8958,1226,587,1416,666,1321.0,626.5,multiline,none,-1,False,stationary,6.31,69.43,False,True
513,17.1,463,truck,0.6987,594,477,907,639,750.5,558.0,multiline,none,-1,False,stationary,9.32,102.52,False,True
513,17.1,763,person,0.3091,1593,237,1602,255,1597.5,246.0,multiline,none,-1,False,recently_moving,1.39,15.14,True,True
514,17.1333,787,car,0.9115,1776,622,1919,695,1847.5,658.5,multiline,none,-1,False,stationary,2.77,30.35,False,True
514,17.1333,672,car,0.8915,1219,587,1407,666,1313.0,626.5,multiline,none,-1,False,stationary,6.33,69.66,False,True
514,17.1333,463,truck,0.8269,591,477,896,638,743.5,557.5,multiline,none,-1,False,stationary,9.34,102.71,False,True
514,17.1333,763,person,0.4731,1593,237,1603,255,1598.0,246.0,multiline,none,-1,False,recently_moving,1.47,16.12,True,True
515,17.1667,787,car,0.913,1771,622,1919,695,1845.0,658.5,multiline,none,-1,False,stationary,2.78,30.47,False,True
515,17.1667,672,car,0.8864,1212,586,1398,666,1305.0,626.0,multiline,none,-1,False,stationary,6.38,70.21,False,True
515,17.1667,463,truck,0.8348,588,476,888,638,738.0,557.0,multiline,none,-1,False,stationary,9.13,100.4,False,True
515,17.1667,763,person,0.5155,1594,237,1604,254,1599.0,245.5,multiline,none,-1,False,stationary,1.53,16.76,False,True
516,17.2,787,car,0.9235,1765,622,1919,695,1842.0,658.5,multiline,none,-1,False,stationary,2.8,30.7,False,True
516,17.2,672,car,0.7865,1206,586,1389,666,1297.5,626.0,multiline,none,-1,False,stationary,6.46,71.07,False,True
516,17.2,463,truck,0.7902,584,476,881,638,732.5,557.0,multiline,none,-1,False,stationary,8.74,96.09,False,True
516,17.2,763,person,0.5934,1595,237,1605,254,1600.0,245.5,multiline,none,-1,False,stationary,1.5,16.5,False,True
517,17.2333,787,car,0.9295,1758,621,1919,695,1838.5,658.0,multiline,none,-1,False,stationary,2.83,31.03,False,True
517,17.2333,672,car,0.8983,1199,586,1381,666,1290.0,626.0,multiline,none,-1,False,stationary,6.54,71.98,False,True
517,17.2333,463,truck,0.7944,577,476,877,637,727.0,556.5,multiline,none,-1,False,stationary,8.33,91.53,False,True
517,17.2333,763,person,0.582,1595,237,1605,254,1600.0,245.5,multiline,none,-1,False,stationary,1.39,15.29,False,True
518,17.2667,787,car,0.9313,1752,621,1919,695,1835.5,658.0,multiline,none,-1,False,stationary,2.86,31.4,False,True
518,17.2667,672,car,0.906,1193,585,1373,665,1283.0,625.0,multiline,none,-1,False,stationary,6.61,72.75,False,True
518,17.2667,463,truck,0.7192,569,476,873,636,721.0,556.0,multiline,none,-1,False,stationary,7.88,86.62,False,True
518,17.2667,763,person,0.6072,1596,237,1605,254,1600.5,245.5,multiline,none,-1,False,stationary,1.27,13.98,False,True
519,17.3,787,car,0.9201,1745,621,1919,695,1832.0,658.0,multiline,none,-1,False,stationary,2.9,31.83,False,True
519,17.3,672,car,0.9034,1186,585,1365,665,1275.5,625.0,multiline,none,-1,False,stationary,6.71,73.78,False,True
519,17.3,463,truck,0.8334,561,476,869,635,715.0,555.5,multiline,none,-1,False,stationary,7.47,82.05,False,True
519,17.3,763,person,0.5669,1596,237,1606,254,1601.0,245.5,multiline,none,-1,False,stationary,1.15,12.59,False,True
520,17.3333,787,car,0.9201,1738,621,1919,695,1828.5,658.0,multiline,none,-1,False,stationary,2.95,32.43,False,True
520,17.3333,672,car,0.8895,1179,584,1357,665,1268.0,624.5,multiline,none,-1,False,stationary,6.83,75.14,False,True
520,17.3333,463,truck,0.7859,556,475,864,633,710.0,554.0,multiline,none,-1,False,stationary,7.01,76.99,False,True
520,17.3333,763,person,0.6169,1597,237,1607,254,1602.0,245.5,multiline,none,-1,False,stationary,1.03,11.33,False,True
